"codigo_funcionario","email_funcionario","codigo_empresa","valor_beneficio"
"3742","","2","1015"
"3743","","8","569"
"3744","","4","579"
"3745","","1","744"
"3746","","5","671"
"3747","","8","647"
"3748","","7","527"
"3749","","2","979"
"3750","","2","821"
"3751","","7","796"
"3752","","3","674"
"3753","","8","806"
"3754","","7","636"
"3755","","1","826"
"3756","","7","992"
"3757","","2","988"
"3758","","2","503"
"3759","","6","641"
"3760","","4","957"
"3761","","3","873"
"3762","","4","633"
"3763","","7","812"
"3764","","8","520"
"3765","","1","689"
"3766","","6","1038"
"3767","","4","740"
"3768","","7","515"
"3769","","2","736"
"3770","","2","816"
"3771","","1","559"
"3772","","1","632"
"3773","","1","725"
"3774","","5","574"
"3775","","7","632"
"3776","","3","666"
"3777","","8","631"
"3778","","8","808"
"3779","","4","914"
"3780","","6","727"
"3781","","6","1015"
"3782","","2","958"
"3783","","4","553"
"3784","","7","684"
"3785","","1","559"
"3786","","3","851"
"3787","","8","665"
"3788","","4","776"
"3789","","8","825"
"3790","","3","710"
"3791","","5","831"
"3792","","8","658"
"3793","","1","554"
"3794","","5","750"
"3795","","4","730"
"3796","","5","535"
"3797","","3","743"
"3798","","7","932"
"3799","","6","652"
"3800","","4","750"
"3801","","5","776"
"3802","","7","513"
"3803","","2","663"
"3804","","1","730"
"3805","","2","1019"
"3806","","8","821"
"3807","","1","671"
"3808","","1","752"
"3809","","7","982"
"3810","","2","732"
"3811","","2","811"
"3812","","6","950"
"3813","","5","1038"
"3814","","8","764"
"3815","","8","999"
"3816","","3","993"
"3817","","3","657"
"3818","","4","1001"
"3819","","4","567"
"3820","","3","932"
"3821","","8","519"
"3822","","6","900"
"3823","","6","815"
"3824","","3","644"
"3825","","8","1040"
"3826","","6","586"
"3827","","1","1039"
"3828","","4","644"
"3829","","1","966"
"3830","","6","684"
"3831","","8","504"
"3832","","6","537"
"3833","","4","810"
"3834","","8","671"
"3835","","8","924"
"3836","","5","996"
"3837","","8","1012"
"3838","","2","844"
"3839","","8","851"
"3840","","4","915"
"3841","","5","950"
"3842","","4","848"
"3843","","6","856"
"3844","","8","682"
"3845","","6","628"
"3846","","4","521"
"3847","","5","920"
"3848","","1","701"
"3849","","8","735"
"3850","","2","794"
"3851","","3","846"
"3852","","7","680"
"3853","","8","888"
"3854","","3","614"
"3855","","1","1038"
"3856","","8","552"
"3857","","3","1047"
"3858","","4","743"
"3859","","1","539"
"3860","","3","602"
"3861","","4","975"
"3862","","7","765"
"3863","","4","678"
"3864","","6","553"
"3865","","5","687"
"3866","","3","633"
"3867","","7","746"
"3868","","1","837"
"3869","","3","805"
"3870","","4","818"
"3871","","5","961"
"3872","","2","790"
"3873","","1","597"
"3874","","6","801"
"3875","","7","919"
"3876","","4","701"
"3877","","8","844"
"3878","","5","779"
"3879","","2","554"
"3880","","4","924"
"3881","","7","521"
"3882","","5","726"
"3883","","2","525"
"3884","","4","556"
"3885","","1","591"
"3886","","5","810"
"3887","","5","982"
"3888","","2","500"
"3889","","1","775"
"3890","","6","827"
"3891","","2","1028"
"3892","","5","597"
"3893","","7","699"
"3894","","5","713"
"3895","","7","909"
"3896","","3","555"
"3897","","3","706"
"3898","","7","746"
"3899","","7","938"
"3900","","5","762"
"3901","","6","1038"
"3902","","2","1008"
"3903","","5","686"
"3904","","1","981"
"3905","","3","616"
"3906","","5","939"
"3907","","5","555"
"3908","","3","623"
"3909","","5","984"
"3910","","1","714"
"3911","","5","966"
"3912","","3","542"
"3913","","5","584"
"3914","","8","887"
"3915","","5","617"
"3916","","2","795"
"3917","","8","1022"
"3918","","5","890"
"3919","","2","972"
"3920","","6","1032"
"3921","","2","733"
"3922","","5","975"
"3923","","3","1026"
"3924","","5","1035"
"3925","","3","717"
"3926","","7","597"
"3927","","1","976"
"3928","","2","526"
"3929","","1","590"
"3930","","8","819"
"3931","","8","834"
"3932","","7","636"
"3933","","8","865"
"3934","","1","748"
"3935","","4","568"
"3936","","1","548"
"3937","","5","610"
"3938","","3","750"
"3939","","1","944"
"3940","","3","663"
"3941","","6","686"
"3942","","5","808"
"3943","","8","545"
"3944","","4","1035"
"3945","","8","997"
"3946","","8","757"
"3947","","6","782"
"3948","","8","1002"
"3949","","8","636"
"3950","","1","687"
"3951","","8","584"
"3952","","1","992"
"3953","","1","965"
"3954","","1","803"
"3955","","8","921"
"3956","","7","694"
"3957","","6","529"
"3958","","5","598"
"3959","","5","704"
"3960","","6","1023"
"3961","","7","719"
"3962","","2","807"
"3963","","8","973"
"3964","","6","1004"
"3965","","2","907"
"3966","","2","523"
"3967","","7","690"
"3968","","1","567"
"3969","","5","958"
"3970","","4","591"
"3971","","5","975"
"3972","","1","513"
"3973","","8","748"
"3974","","2","900"
"3975","","5","717"
"3976","","8","661"
"3977","","1","729"
"3978","","7","882"
"3979","","2","635"
"3980","","7","509"
"3981","","3","1024"
"3982","","5","990"
"3983","","1","891"
"3984","","3","789"
"3985","","4","739"
"3986","","7","524"
"3987","","1","596"
"3988","","2","895"
"3989","","3","724"
"3990","","7","732"
"3991","","3","971"
"3992","","5","982"
"3993","","7","840"
"3994","","4","703"
"3995","","7","793"
"3996","","1","550"
"3997","","6","1048"
"3998","","6","1038"
"3999","","3","975"
"4000","","5","1039"
"4001","","8","941"
"4002","","5","890"
"4003","","8","640"
"4004","","6","652"
"4005","","3","844"
"4006","","5","627"
"4007","","4","577"
"4008","","6","1040"
"4009","","6","953"
"4010","","1","605"
"4011","","1","617"
"4012","","4","509"
"4013","","3","869"
"4014","","8","661"
"4015","","2","988"
"4016","","3","815"
"4017","","2","719"
"4018","","7","535"
"4019","","4","710"
"4020","","3","628"
"4021","","7","1007"
"4022","","2","954"
"4023","","7","789"
"4024","","5","837"
"4025","","4","608"
"4026","","2","637"
"4027","","4","952"
"4028","","3","619"
"4029","","4","850"
"4030","","7","594"
"4031","","8","975"
"4032","","7","1005"
"4033","","7","889"
"4034","","8","651"
"4035","","5","601"
"4036","","5","635"
"4037","","3","976"
"4038","","7","875"
"4039","","5","1038"
"4040","","6","675"
"4041","","5","752"
"4042","","3","772"
"4043","","2","589"
"4044","","8","786"
"4045","","8","983"
"4046","","6","702"
"4047","","7","781"
"4048","","1","1019"
"4049","","1","976"
"4050","","4","808"
"4051","","5","627"
"4052","","1","960"
"4053","","2","541"
"4054","","8","605"
"4055","","7","883"
"4056","","4","581"
"4057","","5","961"
"4058","","7","623"
"4059","","2","708"
"4060","","5","985"
"4061","","7","561"
"4062","","3","627"
"4063","","7","533"
"4064","","7","813"
"4065","","3","562"
"4066","","6","783"
"4067","","3","568"
"4068","","7","769"
"4069","","7","952"
"4070","","5","653"
"4071","","1","999"
"4072","","2","562"
"4073","","8","584"
"4074","","1","580"
"4075","","1","546"
"4076","","5","928"
"4077","","8","555"
"4078","","6","573"
"4079","","5","961"
"4080","","6","960"
"4081","","4","836"
"4082","","6","936"
"4083","","3","813"
"4084","","6","643"
"4085","","2","1032"
"4086","","1","1019"
"4087","","8","564"
"4088","","1","802"
"4089","","7","984"
"4090","","3","845"
"4091","","5","712"
"4092","","7","922"
"4093","","4","844"
"4094","","2","611"
"4095","","8","806"
"4096","","5","760"
"4097","","6","754"
"4098","","8","758"
"4099","","1","856"
"4100","","1","1007"
"4101","","8","936"
"4102","","4","521"
"4103","","1","953"
"4104","","1","855"
"4105","","7","942"
"4106","","4","587"
"4107","","1","873"
"4108","","4","572"
"4109","","8","908"
"4110","","3","590"
"4111","","7","887"
"4112","","8","532"
"4113","","2","707"
"4114","","7","566"
"4115","","8","1008"
"4116","","2","662"
"4117","","1","836"
"4118","","2","863"
"4119","","8","913"
"4120","","5","701"
"4121","","4","890"
"4122","","5","783"
"4123","","3","1009"
"4124","","5","925"
"4125","","2","711"
"4126","","2","821"
"4127","","7","636"
"4128","","4","760"
"4129","","7","963"
"4130","","2","865"
"4131","","6","851"
"4132","","6","758"
"4133","","5","567"
"4134","","4","919"
"4135","","6","653"
"4136","","4","994"
"4137","","8","670"
"4138","","4","561"
"4139","","8","772"
"4140","","1","1021"
"4141","","1","766"
"4142","","8","836"
"4143","","7","742"
"4144","","1","656"
"4145","","8","750"
"4146","","3","867"
"4147","","1","964"
"4148","","7","706"
"4149","","4","715"
"4150","","2","991"
"4151","","2","784"
"4152","","2","918"
"4153","","8","1003"
"4154","","5","673"
"4155","","1","870"
"4156","","6","686"
"4157","","8","851"
"4158","","2","864"
"4159","","8","897"
"4160","","2","775"
"4161","","5","513"
"4162","","6","894"
"4163","","8","805"
"4164","","8","647"
"4165","","2","576"
"4166","","5","945"
"4167","","6","652"
"4168","","5","789"
"4169","","5","803"
"4170","","7","728"
"4171","","3","820"
"4172","","7","1031"
"4173","","8","847"
"4174","","4","760"
"4175","","1","812"
"4176","","3","931"
"4177","","5","774"
"4178","","2","764"
"4179","","7","608"
"4180","","1","1008"
"4181","","4","557"
"4182","","4","591"
"4183","","1","687"
"4184","","3","1006"
"4185","","2","844"
"4186","","4","951"
"4187","","1","912"
"4188","","5","863"
"4189","","7","978"
"4190","","5","692"
"4191","","1","538"
"4192","","2","1002"
"4193","","5","919"
"4194","","2","971"
"4195","","1","829"
"4196","","8","536"
"4197","","5","864"
"4198","","4","989"
"4199","","7","983"
"4200","","4","582"
"4201","","1","996"
"4202","","5","624"
"4203","","2","1049"
"4204","","4","1025"
"4205","","1","665"
"4206","","2","822"
"4207","","4","543"
"4208","","5","840"
"4209","","6","1003"
"4210","","4","894"
"4211","","2","612"
"4212","","5","760"
"4213","","8","717"
"4214","","6","582"
"4215","","2","826"
"4216","","3","989"
"4217","","7","952"
"4218","","4","666"
"4219","","2","636"
"4220","","7","606"
"4221","","3","779"
"4222","","1","961"
"4223","","6","930"
"4224","","8","541"
"4225","","1","804"
"4226","","2","765"
"4227","","1","965"
"4228","","5","916"
"4229","","8","600"
"4230","","1","627"
"4231","","1","713"
"4232","","1","558"
"4233","","1","546"
"4234","","8","565"
"4235","","5","932"
"4236","","8","653"
"4237","","7","1002"
"4238","","4","736"
"4239","","6","606"
"4240","","3","745"
"4241","","3","929"
"4242","","6","827"
"4243","","2","953"
"4244","","1","698"
"4245","","7","606"
"4246","","3","911"
"4247","","7","858"
"4248","","7","826"
"4249","","2","701"
"4250","","3","756"
"4251","","3","858"
"4252","","7","962"
"4253","","2","1003"
"4254","","1","647"
"4255","","3","585"
"4256","","6","685"
"4257","","3","851"
"4258","","6","609"
"4259","","4","550"
"4260","","3","519"
"4261","","3","968"
"4262","","6","881"
"4263","","7","979"
"4264","","4","513"
"4265","","5","846"
"4266","","4","795"
"4267","","7","620"
"4268","","6","690"
"4269","","4","664"
"4270","","1","757"
"4271","","2","633"
"4272","","8","552"
"4273","","1","719"
"4274","","7","582"
"4275","","3","935"
"4276","","7","971"
"4277","","4","534"
"4278","","4","813"
"4279","","1","920"
"4280","","2","983"
"4281","","5","818"
"4282","","4","660"
"4283","","8","922"
"4284","","8","712"
"4285","","6","896"
"4286","","8","814"
"4287","","1","653"
"4288","","2","566"
"4289","","4","1047"
"4290","","7","1044"
"4291","","6","736"
"4292","","5","786"
"4293","","2","907"
"4294","","6","736"
"4295","","4","904"
"4296","","6","954"
"4297","","1","605"
"4298","","3","839"
"4299","","4","928"
"4300","","2","913"
"4301","","8","1001"
"4302","","2","754"
"4303","","8","820"
"4304","","1","888"
"4305","","2","838"
"4306","","8","697"
"4307","","6","893"
"4308","","3","564"
"4309","","6","678"
"4310","","6","915"
"4311","","3","545"
"4312","","4","526"
"4313","","3","732"
"4314","","8","1005"
"4315","","2","833"
"4316","","6","617"
"4317","","4","979"
"4318","","4","897"
"4319","","7","989"
"4320","","1","530"
"4321","","6","917"
"4322","","1","864"
"4323","","4","779"
"4324","","7","638"
"4325","","3","732"
"4326","","4","1040"
"4327","","1","737"
"4328","","3","878"
"4329","","3","1048"
"4330","","6","944"
"4331","","5","1049"
"4332","","2","824"
"4333","","1","591"
"4334","","7","800"
"4335","","1","1037"
"4336","","6","1050"
"4337","","2","572"
"4338","","7","571"
"4339","","1","806"
"4340","","8","965"
"4341","","6","910"
"4342","","7","884"
"4343","","4","545"
"4344","","7","569"
"4345","","8","822"
"4346","","2","897"
"4347","","2","516"
"4348","","8","731"
"4349","","5","588"
"4350","","2","614"
"4351","","8","728"
"4352","","3","578"
"4353","","4","590"
"4354","","2","524"
"4355","","8","988"
"4356","","6","923"
"4357","","3","888"
"4358","","7","785"
"4359","","5","813"
"4360","","1","707"
"4361","","3","730"
"4362","","2","500"
"4363","","4","580"
"4364","","8","802"
"4365","","6","692"
"4366","","3","940"
"4367","","6","828"
"4368","","8","1049"
"4369","","8","811"
"4370","","6","667"
"4371","","4","580"
"4372","","8","923"
"4373","","5","680"
"4374","","3","1032"
"4375","","6","986"
"4376","","3","883"
"4377","","7","1042"
"4378","","4","830"
"4379","","8","732"
"4380","","4","1045"
"4381","","5","561"
"4382","","5","747"
"4383","","5","959"
"4384","","6","716"
"4385","","1","822"
"4386","","7","573"
"4387","","2","994"
"4388","","3","875"
"4389","","5","579"
"4390","","1","972"
"4391","","6","851"
"4392","","3","526"
"4393","","6","901"
"4394","","6","510"
"4395","","6","999"
"4396","","3","964"
"4397","","6","1031"
"4398","","6","992"
"4399","","1","896"
"4400","","4","657"
"4401","","4","779"
"4402","","2","820"
"4403","","4","832"
"4404","","6","998"
"4405","","3","930"
"4406","","7","991"
"4407","","4","870"
"4408","","1","982"
"4409","","1","758"
"4410","","8","584"
"4411","","7","1008"
"4412","","5","1037"
"4413","","4","557"
"4414","","5","517"
"4415","","2","896"
"4416","","8","838"
"4417","","8","620"
"4418","","6","992"
"4419","","6","994"
"4420","","6","982"
"4421","","3","943"
"4422","","3","815"
"4423","","2","788"
"4424","","7","988"
"4425","","2","1036"
"4426","","4","842"
"4427","","2","908"
"4428","","2","734"
"4429","","6","925"
"4430","","8","603"
"4431","","7","940"
"4432","","4","777"
"4433","","8","636"
"4434","","4","646"
"4435","","5","1022"
"4436","","1","845"
"4437","","7","693"
"4438","","2","516"
"4439","","5","715"
"4440","","6","599"
"4441","","2","502"
"4442","","4","731"
"4443","","3","910"
"4444","","2","750"
"4445","","6","671"
"4446","","6","812"
"4447","","7","642"
"4448","","4","568"
"4449","","4","562"
"4450","","3","990"
"4451","","2","836"
"4452","","5","1029"
"4453","","2","841"
"4454","","8","882"
"4455","","2","999"
"4456","","4","608"
"4457","","1","565"
"4458","","5","826"
"4459","","3","764"
"4460","","1","701"
"4461","","5","600"
"4462","","6","515"
"4463","","5","874"
"4464","","3","1040"
"4465","","3","864"
"4466","","7","920"
"4467","","8","817"
"4468","","3","704"
"4469","","8","597"
"4470","","1","599"
"4471","","3","1048"
"4472","","5","646"
"4473","","1","597"
"4474","","6","709"
"4475","","2","571"
"4476","","3","544"
"4477","","5","516"
"4478","","7","1027"
"4479","","6","851"
"4480","","1","595"
"4481","","2","531"
"4482","","7","673"
"4483","","8","716"
"4484","","2","581"
"4485","","6","909"
"4486","","5","1049"
"4487","","6","631"
"4488","","5","593"
"4489","","2","712"
"4490","","3","932"
"4491","","3","855"
"4492","","1","1049"
"4493","","4","805"
"4494","","5","794"
"4495","","4","539"
"4496","","7","868"
"4497","","8","1014"
"4498","","7","891"
"4499","","7","989"
"4500","","4","825"
"4501","","3","772"
"4502","","8","604"
"4503","","7","1005"
"4504","","3","933"
"4505","","4","763"
"4506","","8","774"
"4507","","5","827"
"4508","","7","777"
"4509","","6","614"
"4510","","8","736"
"4511","","6","905"
"4512","","4","546"
"4513","","7","964"
"4514","","7","799"
"4515","","7","724"
"4516","","1","880"
"4517","","8","644"
"4518","","5","563"
"4519","","2","519"
"4520","","3","876"
"4521","","1","561"
"4522","","5","781"
"4523","","1","955"
"4524","","8","774"
"4525","","5","1043"
"4526","","5","929"
"4527","","3","1006"
"4528","","3","875"
"4529","","6","967"
"4530","","1","897"
"4531","","3","916"
"4532","","3","812"
"4533","","7","533"
"4534","","4","554"
"4535","","8","674"
"4536","","3","537"
"4537","","4","925"
"4538","","2","590"
"4539","","1","1026"
"4540","","1","978"
"4541","","6","982"
"4542","","7","1029"
"4543","","7","1042"
"4544","","1","1027"
"4545","","1","525"
"4546","","5","817"
"4547","","8","1022"
"4548","","1","726"
"4549","","6","861"
"4550","","8","717"
"4551","","3","584"
"4552","","8","750"
"4553","","4","969"
"4554","","5","784"
"4555","","4","929"
"4556","","1","854"
"4557","","8","1025"
"4558","","8","695"
"4559","","2","918"
"4560","","6","561"
"4561","","3","993"
"4562","","4","528"
"4563","","1","698"
"4564","","1","986"
"4565","","3","1002"
"4566","","8","836"
"4567","","7","657"
"4568","","4","838"
"4569","","5","1025"
"4570","","4","523"
"4571","","3","544"
"4572","","7","626"
"4573","","2","816"
"4574","","3","597"
"4575","","8","716"
"4576","","6","934"
"4577","","3","612"
"4578","","2","930"
"4579","","2","834"
"4580","","4","834"
"4581","","2","737"
"4582","","7","594"
"4583","","3","855"
"4584","","8","846"
"4585","","6","603"
"4586","","1","609"
"4587","","7","984"
"4588","","6","986"
"4589","","5","556"
"4590","","4","624"
"4591","","7","829"
"4592","","1","643"
"4593","","8","775"
"4594","","4","929"
"4595","","4","1002"
"4596","","6","894"
"4597","","4","1038"
"4598","","5","748"
